general_id;idesco_level_1;esco_level_1;idesco_level_4;esco_level_4;idescoskill_level_3;escoskill_level_3;year;skill_type;areaprof_aggregato
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_1408;prioritise tasks;2019;Transversal;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_1683;assist customers;2019;Professional;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_1900;create solutions to problems;2019;Professional;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_3170;speak in public;2019;Transversal;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_3976;implement sales strategies;2019;Professional;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_4076;use communication techniques;2019;Transversal;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_6195;communication principles;2019;Professional;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_6638;measure customer feedback;2019;Professional;Marketing, Assistenza clienti e Vendita
163532733;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_7303;communicate with customers;2019;Transversal;Marketing, Assistenza clienti e Vendita
161636265;3;Technicians and associate professionals;3322;Commercial sales representatives;ESCOv1_1024;sales strategies;2019;Professional;Marketing, Assistenza clienti e Vendita
161636265;3;Technicians and associate professionals;3322;Commercial sales representatives;ESCOv1_1477;sales promotion techniques;2019;Professional;Marketing, Assistenza clienti e Vendita
161636265;3;Technicians and associate professionals;3322;Commercial sales representatives;ESCOv1_3767;analyse call centre activities;2019;Professional;Marketing, Assistenza clienti e Vendita
161636265;3;Technicians and associate professionals;3322;Commercial sales representatives;ESCOv1_4433;sales activities;2019;Professional;Marketing, Assistenza clienti e Vendita
161636265;3;Technicians and associate professionals;3322;Commercial sales representatives;ESCOv1_4531;customer segmentation;2019;Professional;Marketing, Assistenza clienti e Vendita
161634412;4;Clerical support workers;4313;Payroll clerks;ESCOv1_3671;keep company;2019;Professional;Amministrazione, Contabilità, Segreteria e Gestione del personale
163521638;4;Clerical support workers;4322;Production clerks;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
163521638;4;Clerical support workers;4322;Production clerks;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
163521638;4;Clerical support workers;4322;Production clerks;ESCOv1_7314;use a computer;2019;Digital;Ciclo produttivo
168315478;2;Professionals;2262;Pharmacists;ESCOv1_1678;work in teams;2019;Transversal;Marketing, Assistenza clienti e Vendita
168315478;2;Professionals;2262;Pharmacists;ESCOv1_7321;medicines;2019;Professional;Marketing, Assistenza clienti e Vendita
168315478;2;Professionals;2262;Pharmacists;ESCOv1_1678;work in teams;2019;Transversal;Marketing, Assistenza clienti e Vendita
168315478;2;Professionals;2262;Pharmacists;ESCOv1_7321;medicines;2019;Professional;Marketing, Assistenza clienti e Vendita
160198363;3;Technicians and associate professionals;3512;Information and communications technology user support technicians;ESCOv1_1683;assist customers;2019;Professional;Sistemi informativi
160198363;3;Technicians and associate professionals;3512;Information and communications technology user support technicians;ESCOv1_4543;customer service;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_10532;manage ICT data architecture;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_10532;manage ICT data architecture;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_11055;define ICT network design policies;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_11055;define ICT network design policies;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_11908;ICT security standards;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_11908;ICT security standards;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_13350;ICT networking hardware;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_13350;ICT networking hardware;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_1900;create solutions to problems;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_1900;create solutions to problems;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_1954;information security strategy;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_1954;information security strategy;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_5493;ICT network simulation;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_5493;ICT network simulation;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_6084;ICT security legislation;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_6084;ICT security legislation;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_6718;manage data;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_6718;manage data;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_7314;use a computer;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_7314;use a computer;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_8013;outsourcing strategy;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_8013;outsourcing strategy;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_866;ICT infrastructure;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_866;ICT infrastructure;2019;Digital;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_8761;handle incidents;2019;Professional;Sistemi informativi
163516970;2;Professionals;2522;Systems administrators;ESCOv1_8761;handle incidents;2019;Professional;Sistemi informativi
163390585;1;Managers;1223;Research and development managers;ESCOv1_12719;use spreadsheets;2019;Digital;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_1459;project management;2019;Transversal;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_1678;work in teams;2019;Transversal;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_1770;perform data analysis;2019;Professional;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_1869;adapt to change;2019;Transversal;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_3922;use microsoft office;2019;Digital;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_41;coordinate components of the work;2019;Transversal;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_6457;follow company standards;2019;Professional;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_6592;coordinate communication within a team;2019;Transversal;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_7314;use a computer;2019;Digital;Direzione generale
163390585;1;Managers;1223;Research and development managers;ESCOv1_8291;define quality standards;2019;Professional;Direzione generale
161857779;4;Clerical support workers;4120;Secretaries (general);ESCOv1_1548;accounting techniques;2019;Professional;Amministrazione, Contabilità, Segreteria e Gestione del personale
161857779;4;Clerical support workers;4120;Secretaries (general);ESCOv1_3922;use microsoft office;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
161857779;4;Clerical support workers;4120;Secretaries (general);ESCOv1_6841;use office systems;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
170843286;2;Professionals;2512;Software developers;ESCOv1_12596;hardware components;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_12719;use spreadsheets;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_13066;unified modelling language;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_13351;maintain ICT system;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_1459;project management;2019;Transversal;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_1770;perform data analysis;2019;Professional;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_1854;database;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_1900;create solutions to problems;2019;Professional;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_2008;computer programming;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_2897;mobile operating systems;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_3495;administer ICT system;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_3907;process data;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_3922;use microsoft office;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_4176;Objective-C;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_4632;use software design patterns;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_4908;SQL;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_5209;use ICT hardware;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_5935;iOS;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_625;analyse software specifications;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_6775;use scripting programming;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_6993;firmware;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_7314;use a computer;2019;Digital;Sistemi informativi
170843286;2;Professionals;2512;Software developers;ESCOv1_831;mobile device software frameworks;2019;Digital;Sistemi informativi
174383231;3;Technicians and associate professionals;3434;Chefs;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
178824099;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_1683;assist customers;2019;Professional;Marketing, Assistenza clienti e Vendita
178824099;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_2880;demonstrate enthusiasm;2019;Transversal;Marketing, Assistenza clienti e Vendita
178824099;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_3767;analyse call centre activities;2019;Professional;Marketing, Assistenza clienti e Vendita
178824099;4;Clerical support workers;4222;Contact centre information clerks;ESCOv1_4545;communication;2019;Professional;Marketing, Assistenza clienti e Vendita
243837705;1;Managers;1223;Research and development managers;ESCOv1_12719;use spreadsheets;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_12719;use spreadsheets;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_1459;project management;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_1459;project management;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_1900;create solutions to problems;2019;Professional;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_1900;create solutions to problems;2019;Professional;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_3556;office administration;2019;Professional;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_3556;office administration;2019;Professional;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_3922;use microsoft office;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_3922;use microsoft office;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_4577;lead a team;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_4577;lead a team;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_6445;liaise with managers;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_6445;liaise with managers;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_6862;lead others;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_6862;lead others;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_7314;use a computer;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_7314;use a computer;2019;Digital;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_9012;show responsibility;2019;Transversal;Direzione generale
243837705;1;Managers;1223;Research and development managers;ESCOv1_9012;show responsibility;2019;Transversal;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1024;sales strategies;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1040;accounting;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1276;customer relationship management;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1554;economics;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1683;assist customers;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_1869;adapt to change;2019;Transversal;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_4531;customer segmentation;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_4543;customer service;2019;Professional;Direzione generale
252203055;1;Managers;1420;Retail and wholesale trade managers;ESCOv1_6747;teamwork principles;2019;Transversal;Direzione generale
171952422;4;Clerical support workers;4225;Enquiry clerks;ESCOv1_1869;adapt to change;2019;Transversal;Marketing, Assistenza clienti e Vendita
171952422;4;Clerical support workers;4225;Enquiry clerks;ESCOv1_1900;create solutions to problems;2019;Professional;Marketing, Assistenza clienti e Vendita
171952422;4;Clerical support workers;4225;Enquiry clerks;ESCOv1_4076;use communication techniques;2019;Transversal;Marketing, Assistenza clienti e Vendita
203592815;1;Managers;1412;Restaurant managers;ESCOv1_1659;manage warehouse inventory;2019;Professional;Direzione generale
203592815;1;Managers;1412;Restaurant managers;ESCOv1_1683;assist customers;2019;Professional;Direzione generale
203592815;1;Managers;1412;Restaurant managers;ESCOv1_4543;customer service;2019;Professional;Direzione generale
203592815;1;Managers;1412;Restaurant managers;ESCOv1_7314;use a computer;2019;Digital;Direzione generale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_10212;brainstorm ideas;2019;Transversal;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_12719;use spreadsheets;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_3922;use microsoft office;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_4545;communication;2019;Professional;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_6747;teamwork principles;2019;Transversal;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_7314;use a computer;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
258176781;2;Professionals;2424;Training and staff development professionals;ESCOv1_8889;use creative suite software;2019;Digital;Amministrazione, Contabilità, Segreteria e Gestione del personale
183690961;1;Managers;1412;Restaurant managers;ESCOv1_1683;assist customers;2019;Professional;Direzione generale
183690961;1;Managers;1412;Restaurant managers;ESCOv1_1963;implement marketing strategies;2019;Professional;Direzione generale
183690961;1;Managers;1412;Restaurant managers;ESCOv1_7314;use a computer;2019;Digital;Direzione generale
183690961;1;Managers;1412;Restaurant managers;ESCOv1_7600;present menus;2019;Transversal;Direzione generale
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_10598;carpentry;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12247;team building;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_12636;control production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1330;functionalities of machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1408;prioritise tasks;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1421;install machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1506;cost management;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1678;work in teams;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_1869;adapt to change;2019;Transversal;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3577;optimise production;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3893;mechanics;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_3922;use microsoft office;2019;Digital;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4392;manufacturing processes;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4845;inspect machinery;2019;Professional;Ciclo produttivo
180481208;3;Technicians and associate professionals;3122;Manufacturing supervisors;ESCOv1_4845;inspect machinery;2019;Professional;Ciclo produttivo
